Номер задачи;Найденное значение;Известное значение;Ошибка;Вычислений;Время(мс);Количество запусков;Успех
707;-6.1951403993;-6.1969406000;0.0018002007;400;0.1427000000;2;Да
708;-4.1721375951;-4.1737908000;0.0016532049;560;0.3089000000;1;Да
709;-4.8625981817;-4.8639150000;0.0013168183;240;0.0921000000;1;Да
710;-4.8291209219;-4.8303316000;0.0012106781;160;0.0623000000;1;Да
711;-3.9478219590;-3.9487986000;0.0009766410;360;0.1371000000;1;Да
712;-4.4404808987;-4.4455899000;0.0051090013;80;0.0338000000;1;Да
713;-8.5191948678;-8.5220462000;0.0028513322;400;0.1579000000;1;Да
714;-3.7946029659;-3.8002828000;0.0056798341;400;0.1618000000;1;Да
715;-4.8993018220;-4.9001008000;0.0007989780;360;0.1469000000;1;Да
716;-6.7635077904;-6.7688697000;0.0053619096;560;0.2154000000;1;Да
717;-4.4232150971;-4.4318590000;0.0086439029;440;0.4493000000;1;Да
718;-4.0085937860;-4.0088395000;0.0002457140;80;0.0338000000;1;Да
719;-5.0028567966;-5.0030721000;0.0002153034;680;0.3129000000;1;Да
720;-5.3407426584;-5.3423550000;0.0016123416;80;0.0749000000;1;Да
721;-3.9171133468;-3.9172198000;0.0001064532;80;0.0354000000;1;Да
722;-3.7964065741;-3.7995232000;0.0031166259;400;0.3361000000;1;Да
723;-5.3724746706;-5.3751425000;0.0026678294;160;0.0689000000;1;Да
724;-4.5132872424;-4.5150287000;0.0017414576;240;0.1089000000;1;Да
725;-2.3346735965;-2.3356574000;0.0009838035;120;0.0546000000;1;Да
726;-4.0539458696;-4.0553335000;0.0013876304;480;0.2152000000;1;Да
727;-6.2275132772;-6.2319953000;0.0044820228;520;0.2202000000;1;Да
728;-3.6661396774;-3.6666509000;0.0005112226;240;0.1126000000;1;Да
729;-5.5968189032;-5.5995785000;0.0027595968;80;0.0352000000;1;Да
730;-4.9580071694;-4.9586158000;0.0006086306;120;0.0593000000;1;Да
731;-4.4693420187;-4.4700460000;0.0007039813;440;0.3820000000;1;Да
732;-6.1538119201;-6.1557230000;0.0019110799;280;0.2171000000;1;Да
733;-4.0037395052;-4.0037508000;0.0000112948;480;0.3806000000;1;Да
734;-4.7552641968;-4.7557417000;0.0004775032;280;0.1370000000;1;Да
735;-5.3112713945;-5.3203161000;0.0090447055;360;0.1822000000;1;Да
736;-5.0496970574;-5.0497219000;0.0000248426;80;0.0421000000;1;Да
737;-5.1011670776;-5.1042256000;0.0030585224;400;0.2028000000;1;Да
738;-3.3671082679;-3.3766623000;0.0095540321;320;0.1881000000;1;Да
739;-4.4639684826;-4.4722059000;0.0082374174;400;0.2020000000;1;Да
740;-5.7144244082;-5.7187749000;0.0043504918;240;0.1619000000;1;Да
741;-4.8480886188;-4.8495157000;0.0014270812;240;0.1198000000;1;Да
742;-3.8323318417;-3.8418309000;0.0094990583;160;0.0787000000;1;Да
743;-4.2682054228;-4.2750820000;0.0068765772;440;0.2134000000;1;Да
744;-5.4215578734;-5.4295640000;0.0080061266;240;0.1116000000;1;Да
745;-4.2442025666;-4.2450454000;0.0008428334;440;0.2005000000;1;Да
746;-5.1802227660;-5.1837004000;0.0034776340;440;0.1924000000;1;Да
747;-5.1179452040;-5.1181242000;0.0001789960;80;0.0355000000;1;Да
748;-5.3175531072;-5.3226184000;0.0050652928;80;0.0356000000;1;Да
749;-3.3590368946;-3.3646826000;0.0056457054;120;0.0522000000;1;Да
750;-4.3489300675;-4.3582948000;0.0093647325;240;0.1032000000;1;Да
751;-3.6330907947;-3.6354829000;0.0023921053;200;0.0943000000;1;Да
752;-5.4665693002;-5.4670444000;0.0004750998;200;0.1258000000;1;Да
753;-6.3934801358;-6.3936144000;0.0001342642;480;0.2236000000;1;Да
754;-5.6675540576;-5.6687042000;0.0011501424;280;0.1287000000;1;Да
755;-4.6922868055;-4.6954026000;0.0031157945;80;0.0847000000;1;Да
756;-5.5472679580;-5.5560611000;0.0087931420;360;0.3591000000;1;Да
757;-3.0935696245;-3.1004121000;0.0068424755;120;0.0708000000;1;Да
758;-7.8600058261;-7.8606869000;0.0006810739;560;0.3544000000;1;Да
759;-4.0069612277;-4.0110655000;0.0041042723;80;0.0606000000;1;Да
760;-2.5715128453;-2.5797186000;0.0082057547;520;0.4267000000;1;Да
761;-5.1514197745;-5.1519523000;0.0005325255;480;0.2142000000;1;Да
762;-5.2544905361;-5.2571032000;0.0026126639;520;0.3975000000;1;Да
763;-6.4550943910;-6.4569016000;0.0018072090;400;0.1922000000;1;Да
764;-3.0198248417;-3.0249953000;0.0051704583;80;0.0392000000;1;Да
765;-5.1548056081;-5.1604683000;0.0056626919;360;0.3109000000;1;Да
766;-4.9806745808;-4.9837274000;0.0030528192;360;0.2566000000;1;Да
767;-4.4463975943;-4.4547019000;0.0083043057;200;0.1105000000;1;Да
768;-4.3075586681;-4.3076443000;0.0000856319;240;0.2081000000;1;Да
769;-3.5818918973;-3.5818969000;0.0000050027;280;0.2072000000;1;Да
770;-4.6850686807;-4.6883029000;0.0032342193;320;0.1924000000;1;Да
771;-4.5741901984;-4.5792880000;0.0050978016;480;0.3345000000;1;Да
772;-5.8181697565;-5.8278746000;0.0097048435;520;0.3521000000;1;Да
773;-3.7353715193;-3.7390667000;0.0036951807;320;0.2503000000;1;Да
774;-5.0262306770;-5.0268190000;0.0005883230;280;0.2100000000;1;Да
775;-4.2178526731;-4.2178527000;0.0000000269;640;0.3454000000;1;Да
776;-3.1511231074;-3.1556699000;0.0045467926;200;0.1837000000;1;Да
777;-5.0536178972;-5.0579427000;0.0043248028;320;0.1709000000;1;Да
778;-3.7791962814;-3.7794628000;0.0002665186;280;0.1733000000;1;Да
779;-3.8403926042;-3.8414639000;0.0010712958;400;0.3440000000;1;Да
780;-4.1928062052;-4.1929341000;0.0001278948;360;0.2089000000;1;Да
781;-5.2525716659;-5.2544237000;0.0018520341;560;0.4046000000;1;Да
782;-5.0433815117;-5.0517820000;0.0084004883;80;0.0759000000;1;Да
783;-3.7606003027;-3.7683181000;0.0077177973;360;0.3259000000;1;Да
784;-6.2042839621;-6.2136242000;0.0093402379;560;0.4843000000;1;Да
785;-6.4415249633;-6.4453950000;0.0038700367;440;0.3758000000;1;Да
786;-4.6990881082;-4.7078053000;0.0087171918;280;0.1388000000;1;Да
787;-6.0173683113;-6.0175505000;0.0001821887;640;0.4043000000;1;Да
788;-3.6291055522;-3.6293510000;0.0002454478;80;0.0569000000;1;Да
789;-4.6375180504;-4.6376839000;0.0001658496;360;0.1767000000;1;Да
790;-6.3440705351;-6.3510834000;0.0070128649;360;0.1269000000;2;Да
791;-5.3392239961;-5.3405070000;0.0012830039;80;0.0350000000;1;Да
792;-5.2583182839;-5.2588455000;0.0005272161;240;0.1057000000;1;Да
793;-4.6391387729;-4.6399361000;0.0007973271;80;0.0925000000;1;Да
794;-5.3746847800;-5.3764981000;0.0018133200;280;0.1156000000;1;Да
795;-2.7791319873;-2.7845291000;0.0053971127;120;0.0567000000;1;Да
796;-5.5047233695;-5.5047283000;0.0000049305;80;0.0681000000;1;Да
797;-6.4613947229;-6.4668527000;0.0054579771;480;0.2553000000;1;Да
798;-6.5530629613;-6.5548418000;0.0017788387;120;0.1052000000;1;Да
799;-5.4897177640;-5.4901641000;0.0004463360;440;0.2193000000;1;Да
800;-3.9344997401;-3.9360037000;0.0015039599;80;0.0345000000;1;Да
801;-4.2968334603;-4.3022333000;0.0053998397;80;0.0355000000;1;Да
802;-4.2546243428;-4.2586659000;0.0040415572;720;0.3240000000;1;Да
803;-2.8518410519;-2.8553869000;0.0035458481;80;0.0533000000;1;Да
804;-3.5853627442;-3.5877924000;0.0024296558;80;0.0367000000;1;Да
805;-4.5219006794;-4.5222164000;0.0003157206;320;0.1295000000;1;Да
806;-5.5169913262;-5.5218007000;0.0048093738;80;0.0781000000;1;Да
807;-7.0333259054;-7.0419881000;0.0086621946;160;0.1015000000;1;Да
808;-5.1145732217;-5.1221745000;0.0076012783;480;0.2817000000;1;Да
809;-5.7690904509;-5.7696719000;0.0005814491;320;0.1649000000;1;Да
810;-4.4359503950;-4.4436986000;0.0077482050;480;0.3634000000;1;Да
811;-3.6927493366;-3.7004654000;0.0077160634;280;0.1397000000;1;Да
812;-3.6506154376;-3.6527418000;0.0021263624;120;0.0548000000;1;Да
813;-3.7334837519;-3.7347834000;0.0012996481;960;0.8301000000;1;Да
814;-4.9002240348;-4.9081271000;0.0079030652;280;0.2056000000;1;Да
815;-6.7355875922;-6.7357279000;0.0001403078;160;0.1194000000;1;Да
816;-4.5150960181;-4.5153325000;0.0002364819;280;0.1341000000;1;Да
817;-4.0315618486;-4.0394363000;0.0078744514;80;0.0786000000;1;Да
818;-4.1925190998;-4.1932045000;0.0006854002;400;0.2081000000;1;Да
819;-3.2944572412;-3.2959598000;0.0015025588;80;0.0820000000;1;Да
820;-3.0577185261;-3.0649294000;0.0072108739;320;0.2182000000;1;Да
821;-5.2991283985;-5.2991640000;0.0000356015;480;0.3990000000;1;Да
822;-4.6985471981;-4.6990163000;0.0004691019;280;0.2171000000;1;Да
823;-4.3584225957;-4.3649053000;0.0064827043;80;0.0586000000;1;Да
824;-3.7694665252;-3.7725960000;0.0031294748;80;0.0451000000;2;Да
825;-5.9019126666;-5.9071139000;0.0052012334;440;0.2290000000;1;Да
826;-4.8931505099;-4.8935724000;0.0004218901;240;0.2270000000;1;Да
827;-4.6155423183;-4.6161118000;0.0005694817;320;0.3810000000;1;Да
828;-4.8874848774;-4.8892354000;0.0017505226;520;0.4770000000;1;Да
829;-4.0475125850;-4.0491164000;0.0016038150;80;0.1653000000;1;Да
830;-3.2201199482;-3.2264343000;0.0063143518;120;0.0513000000;2;Да
831;-4.2392779776;-4.2408792000;0.0016012224;80;0.1360000000;1;Да
832;-4.4525113986;-4.4530758000;0.0005644014;280;0.1334000000;1;Да
833;-4.1972079926;-4.1975064000;0.0002984074;320;0.1787000000;1;Да
834;-3.3302607573;-3.3330182000;0.0027574427;280;0.1074000000;1;Да
835;-2.6131453908;-2.6172947000;0.0041493092;160;0.1242000000;1;Да
836;-4.4006048775;-4.4036054000;0.0030005225;160;0.0562000000;2;Да
837;-7.8741814724;-7.8756112000;0.0014297276;1760;0.4465000000;2;Да
838;-5.3449060718;-5.3469173000;0.0020112282;80;0.0309000000;1;Да
839;-4.9536617348;-4.9537858000;0.0001240652;160;0.1255000000;1;Да
840;-5.8550693279;-5.8564173000;0.0013479721;160;0.1765000000;1;Да
841;-6.4211616546;-6.4218955000;0.0007338454;480;0.2726000000;1;Да
842;-5.5917104681;-5.6011583000;0.0094478319;560;0.4510000000;1;Да
843;-4.1254978453;-4.1328607000;0.0073628547;120;0.0477000000;1;Да
844;-5.9529864490;-5.9562091000;0.0032226510;120;0.0518000000;1;Да
845;-5.1429675750;-5.1457340000;0.0027664250;520;0.4087000000;1;Да
846;-3.4022133242;-3.4077465000;0.0055331758;360;0.1760000000;1;Да
847;-3.8617602745;-3.8634616000;0.0017013255;320;0.1263000000;1;Да
848;-5.0637128692;-5.0649596000;0.0012467308;240;0.1577000000;1;Да
849;-3.4971310448;-3.5077276000;0.0105965552;6040;2.1585000000;5;Нет
850;-3.8505874805;-3.8518900000;0.0013025195;80;0.0316000000;1;Да
851;-3.3605087820;-3.3651951000;0.0046863180;520;0.2092000000;1;Да
852;-5.6651946184;-5.6665085000;0.0013138816;240;0.1366000000;1;Да
853;-3.9414462161;-3.9427056000;0.0012593839;520;0.5096000000;1;Да
854;-6.2786489602;-6.2788270000;0.0001780398;360;0.1788000000;1;Да
855;-5.5254370142;-5.5265887000;0.0011516858;160;0.0626000000;1;Да
856;-5.3456677626;-5.3463886000;0.0007208374;600;0.5445000000;1;Да
857;-4.6629974329;-4.6652879000;0.0022904671;200;0.0913000000;1;Да
858;-4.9507534657;-4.9538113000;0.0030578343;120;0.0451000000;1;Да
859;-3.7376851679;-3.7387283000;0.0010431321;80;0.0682000000;1;Да
860;-5.4824456930;-5.4857263000;0.0032806070;240;0.2091000000;1;Да
861;-4.7723399680;-4.7813586000;0.0090186320;280;0.2536000000;1;Да
862;-3.0837262637;-3.0936162000;0.0098899363;80;0.0714000000;1;Да
863;-4.8246402103;-4.8271215000;0.0024812897;560;0.2953000000;1;Да
864;-7.4906779468;-7.4912536000;0.0005756532;320;0.2680000000;1;Да
865;-5.0855664100;-5.0865467000;0.0009802900;200;0.2931000000;1;Да
866;-3.9215521459;-3.9250074000;0.0034552541;480;0.3867000000;1;Да
867;-5.5462401801;-5.5468053000;0.0005651199;80;0.0326000000;1;Да
868;-5.7026581106;-5.7027891000;0.0001309894;240;0.3399000000;1;Да
869;-3.3142419523;-3.3207385000;0.0064965477;200;0.0868000000;1;Да
870;-5.8680717021;-5.8732309000;0.0051591979;240;0.1008000000;1;Да
871;-5.6628286414;-5.6670136000;0.0041849586;240;0.1184000000;1;Да
872;-4.3536133387;-4.3585383000;0.0049249613;280;0.2783000000;1;Да
873;-4.1218284958;-4.1268232000;0.0049947042;280;0.1554000000;1;Да
874;-4.9058483464;-4.9144417000;0.0085933536;600;0.4813000000;1;Да
875;-5.1511207813;-5.1525566000;0.0014358187;240;0.1662000000;1;Да
876;-6.1847650961;-6.1921040000;0.0073389039;400;0.1860000000;1;Да
877;-4.3639570299;-4.3667285000;0.0027714701;320;0.2037000000;1;Да
878;-3.3834965699;-3.3837233000;0.0002267301;320;0.1425000000;1;Да
879;-4.5778279343;-4.5842660000;0.0064380657;520;0.2016000000;1;Да
880;-5.2920371906;-5.2931519000;0.0011147094;160;0.0842000000;1;Да
881;-5.4936514154;-5.4962857000;0.0026342846;440;0.2307000000;1;Да
882;-4.9992955026;-5.0024720000;0.0031764974;400;0.3123000000;1;Да
883;-4.1511367515;-4.1511373000;0.0000005485;360;0.2121000000;1;Да
884;-4.7140021045;-4.7152175000;0.0012153955;80;0.0399000000;1;Да
885;-4.9925610335;-4.9971905000;0.0046294665;80;0.1253000000;1;Да
886;-6.2050074326;-6.2122654000;0.0072579674;320;0.1984000000;1;Да
887;-6.7594523601;-6.7672079000;0.0077555399;440;0.1695000000;1;Да
888;-3.5233531539;-3.5236267000;0.0002735461;160;0.1419000000;1;Да
889;-4.8040227872;-4.8089163000;0.0048935128;200;0.0791000000;1;Да
890;-4.7059418443;-4.7072468000;0.0013049557;480;0.1863000000;1;Да
891;-3.9124227054;-3.9167764000;0.0043536946;600;0.2396000000;1;Да
892;-5.0666047084;-5.0746346000;0.0080298916;200;0.1558000000;1;Да
893;-2.5656341645;-2.5732633000;0.0076291355;120;0.0497000000;1;Да
894;-4.8237507534;-4.8252806000;0.0015298466;80;0.0331000000;1;Да
895;-5.1664027949;-5.1686873000;0.0022845051;480;0.1894000000;1;Да
896;-5.1217059939;-5.1275475000;0.0058415061;240;0.0931000000;1;Да
897;-6.6750846227;-6.6758998000;0.0008151773;280;0.1311000000;1;Да
898;-4.8025448011;-4.8029719000;0.0004270989;80;0.0344000000;1;Да
899;-5.3613918855;-5.3680587000;0.0066668145;520;0.1939000000;1;Да
900;-3.3889829925;-3.3969473000;0.0079643075;80;0.0356000000;1;Да
901;-6.2494852736;-6.2500193000;0.0005340264;440;0.1746000000;1;Да
902;-7.6323490731;-7.6338430000;0.0014939269;400;0.1839000000;1;Да
903;-4.6948439314;-4.7002083000;0.0053643686;400;0.1817000000;1;Да
904;-5.6426672081;-5.6427134000;0.0000461919;80;0.0376000000;1;Да
905;-3.9283900029;-3.9294934000;0.0011033971;280;0.1223000000;1;Да
906;-2.8149873618;-2.8159957000;0.0010083382;320;0.1255000000;1;Да
907;-3.6700942743;-3.6701747000;0.0000804257;280;0.1235000000;1;Да
908;-5.8751023093;-5.8768709000;0.0017685907;440;0.1863000000;1;Да
909;-5.7103575468;-5.7128598000;0.0025022532;200;0.0801000000;1;Да
910;-4.2705449358;-4.2709173000;0.0003723642;80;0.0434000000;1;Да
911;-6.6307619164;-6.6388160000;0.0080540836;240;0.0990000000;1;Да
912;-4.1538071429;-4.1552884000;0.0014812571;200;0.1773000000;3;Да
913;-7.0741986111;-7.0819545000;0.0077558889;80;0.0457000000;1;Да
914;-3.3378129285;-3.3437217000;0.0059087715;80;0.0492000000;1;Да
915;-4.4161203521;-4.4209617000;0.0048413479;200;0.1809000000;1;Да
916;-4.8611893979;-4.8628527000;0.0016633021;360;0.2017000000;1;Да
917;-4.0625749901;-4.0625782000;0.0000032099;360;0.2553000000;1;Да
918;-4.4926816813;-4.4943394000;0.0016577187;400;0.2103000000;1;Да
919;-4.7587164329;-4.7594120000;0.0006955671;80;0.0629000000;1;Да
920;-4.4195644516;-4.4250079000;0.0054434484;160;0.1143000000;1;Да
921;-7.0581478773;-7.0648921000;0.0067442227;120;0.0472000000;1;Да
922;-3.3894325447;-3.3894612000;0.0000286553;200;0.2109000000;1;Да
923;-5.2711698500;-5.2788416000;0.0076717500;600;0.4509000000;1;Да
924;-6.4204175516;-6.4206249000;0.0002073484;80;0.0767000000;1;Да
925;-3.7915744267;-3.7986989000;0.0071244733;280;0.1942000000;1;Да
926;-3.5720073657;-3.5720967000;0.0000893343;80;0.0684000000;1;Да
927;-6.4345419598;-6.4364654000;0.0019234402;360;0.2412000000;1;Да
928;-4.2882193764;-4.2915339000;0.0033145236;80;0.0653000000;1;Да
929;-4.1632060558;-4.1632679000;0.0000618442;80;0.1630000000;1;Да
930;-5.2336868062;-5.2342916000;0.0006047938;480;0.4572000000;1;Да
931;-4.7130064591;-4.7131165000;0.0001100409;480;0.4117000000;1;Да
932;-5.0246997543;-5.0265904000;0.0018906457;280;0.1852000000;1;Да
933;-6.6352801414;-6.6370013000;0.0017211586;120;0.0767000000;1;Да
934;-5.0799562953;-5.0799943000;0.0000380047;320;0.4720000000;1;Да
935;-5.4611554716;-5.4653833000;0.0042278284;360;0.1602000000;1;Да
936;-4.5994266222;-4.6041635000;0.0047368778;80;0.0327000000;1;Да
937;-3.9767905609;-3.9806996000;0.0039090391;120;0.0514000000;3;Да
938;-6.5495393571;-6.5589219000;0.0093825429;680;0.7685000000;1;Да
939;-6.7634375995;-6.7634388000;0.0000012005;240;0.3491000000;1;Да
940;-3.6959611694;-3.6960339000;0.0000727306;120;0.1084000000;1;Да
941;-4.3065995497;-4.3140431000;0.0074435503;360;0.1917000000;1;Да
942;-6.3481057209;-6.3506454000;0.0025396791;80;0.1363000000;1;Да
943;-6.4309388650;-6.4315735000;0.0006346350;320;0.1669000000;1;Да
944;-7.2073452796;-7.2093524000;0.0020071204;160;0.2690000000;1;Да
945;-6.7817593331;-6.7846035000;0.0028441669;360;0.2033000000;1;Да
946;-6.3945479033;-6.3945540000;0.0000060967;80;0.1151000000;1;Да
947;-4.6111400145;-4.6113368000;0.0001967855;320;0.3111000000;1;Да
948;-5.4594038987;-5.4624657000;0.0030618013;320;0.1667000000;1;Да
949;-4.6982028398;-4.7053276000;0.0071247602;360;0.1491000000;1;Да
950;-2.8536261309;-2.8541112000;0.0004850691;440;0.2545000000;1;Да
951;-5.3422352945;-5.3432632000;0.0010279055;240;0.1836000000;1;Да
952;-4.7873623905;-4.7873887000;0.0000263095;240;0.1462000000;1;Да
953;-3.9268276723;-3.9364538000;0.0096261277;480;0.6752000000;1;Да
954;-4.9906028852;-4.9982991000;0.0076962148;640;0.4587000000;1;Да
955;-4.4008439210;-4.4107292000;0.0098852790;120;0.2062000000;1;Да
956;-3.9857053086;-3.9857537000;0.0000483914;240;0.3610000000;1;Да
957;-4.2290862796;-4.2318585000;0.0027722204;480;0.2439000000;1;Да
958;-2.7636151873;-2.7640470000;0.0004318127;80;0.0929000000;1;Да
959;-3.3967625083;-3.4052683000;0.0085057917;400;0.2547000000;1;Да
960;-5.3343680967;-5.3357939000;0.0014258033;240;0.0995000000;1;Да
961;-4.8557397220;-4.8579008000;0.0021610780;600;0.6829000000;1;Да
962;-5.4318859064;-5.4409869000;0.0091009936;80;0.0506000000;1;Да
963;-4.2210381026;-4.2272214000;0.0061832974;320;0.3006000000;1;Да
964;-4.2616458401;-4.2616755000;0.0000296599;480;0.2717000000;1;Да
965;-4.5341950000;-4.5402926000;0.0060976000;80;0.0624000000;1;Да
966;-5.5841622868;-5.5882832000;0.0041209132;440;0.4785000000;1;Да
967;-6.0355987274;-6.0419150000;0.0063162726;440;0.8381000000;1;Да
968;-3.7624303368;-3.7631056000;0.0006752632;400;0.4534000000;1;Да
969;-4.9728832104;-4.9742565000;0.0013732896;280;0.1861000000;1;Да
970;-4.3852089831;-4.3917493000;0.0065403169;320;0.3999000000;1;Да
971;-4.0081969701;-4.0137586000;0.0055616299;680;0.2682000000;1;Да
972;-5.3428307554;-5.3448506000;0.0020198446;320;0.1633000000;1;Да
973;-4.0805010668;-4.0806044000;0.0001033332;240;0.2056000000;1;Да
974;-4.4983893984;-4.5064985000;0.0081091016;240;0.1494000000;1;Да
975;-4.7041990179;-4.7042304000;0.0000313821;80;0.0315000000;1;Да
976;-5.9682391479;-5.9708898000;0.0026506521;480;0.3274000000;1;Да
977;-4.7897348010;-4.7942535000;0.0045186990;480;0.2989000000;1;Да
978;-5.2587549693;-5.2609002000;0.0021452307;520;0.2417000000;1;Да
979;-4.2070056751;-4.2164003000;0.0093946249;480;0.2220000000;1;Да
980;-6.1001206219;-6.1014262000;0.0013055781;440;0.2438000000;1;Да
981;-6.1842204303;-6.1862324000;0.0020119697;600;0.2574000000;1;Да
982;-4.9690382052;-4.9775469000;0.0085086948;80;0.0317000000;1;Да
983;-5.1292372660;-5.1308717000;0.0016344340;80;0.0310000000;1;Да
984;-4.0566463984;-4.0662567000;0.0096103016;400;0.1701000000;1;Да
985;-4.2506040630;-4.2511756000;0.0005715370;280;0.1138000000;1;Да
986;-4.9206533597;-4.9210906000;0.0004372403;800;0.2735000000;1;Да
987;-4.4946759873;-4.5016497000;0.0069737127;120;0.0757000000;1;Да
988;-5.6457328852;-5.6465440000;0.0008111148;80;0.0320000000;1;Да
989;-5.6062915479;-5.6064538000;0.0001622521;240;0.1152000000;1;Да
990;-6.1667489357;-6.1720086000;0.0052596643;400;0.1573000000;1;Да
991;-5.2753592995;-5.2782863000;0.0029270005;80;0.0313000000;1;Да
992;-4.7971564216;-4.7972041000;0.0000476784;360;0.1534000000;1;Да
993;-3.7219772901;-3.7250987000;0.0031214099;80;0.0322000000;2;Да
994;-5.5692306732;-5.5716543000;0.0024236268;360;0.2037000000;1;Да
995;-5.5165655242;-5.5167803000;0.0002147758;200;0.0769000000;1;Да
996;-3.8158842540;-3.8214018000;0.0055175460;400;0.2243000000;1;Да
997;-4.9371201154;-4.9447927000;0.0076725846;520;0.2088000000;1;Да
998;-3.5661718872;-3.5735238000;0.0073519128;600;0.2893000000;1;Да
999;-6.0960673823;-6.0972321000;0.0011647177;600;0.2557000000;1;Да
